,E.C,TDS,Cl,NO3 ,Na,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L
490,634,405.76,60,4.630318182,70.0,32.0,29.172,199.9506579,2.152329634,2,0.000986842
491,910,582.4,80,44.08868182,104.0,48.0,38.896,279.9342105,2.702573507,3,-0.798684211
492,1268,811.52,150,43.68604545,136.0,64.0,53.482,379.9095395,3.033688414,3,-1.798190789
493,817,522.88,70,67.44159091,90.0,48.0,34.034,259.9424342,2.427035242,3,-0.798848684
494,338,216.32,20,4.026363636,42.0,16.0,14.586,99.97532895,1.826312256,2,0.400493421
495,611,391.04,40,9.65522,58.16,56.0,14.586,199.9753289,1.788168137,2,0.800493421
496,1774,1135.36,200,80.6078,181.5,80.0,82.654,539.8601974,3.396316373,3,-0.397203947
497,1268,811.52,200,30.42723,77.44,136.0,24.31,439.9588816,1.605208547,3,-2.999177632
498,937,599.68,50,3.1003,146.6,40.0,14.586,159.9753289,5.039409245,3,4.000493421
499,1113,712.32,50,1.63873,161.1,16.0,43.758,219.9259868,4.723124893,3,4.801480263
500,1597,1022.08,200,40.52535,91.7,160.0,43.758,579.9259868,1.655599225,3,-2.798519737
501,2140,1369.6,390,40.3039,71.32,240.0,68.068,879.8848684,1.045371303,3,-8.797697368
502,738,472.32,50,30.64868,70.99,48.0,24.31,219.9588816,2.081127024,2,0.600822368
503,1332,852.48,140,49.1619,140.4,80.0,43.758,379.9259868,3.131769366,3,0.401480263
504,3210,2054.4,500,234.737,304.9,128.0,160.446,979.7286184,4.235226986,0,-5.794572368
505,2170,1388.8,440,66.435,183.6,192.0,48.62,679.9177632,3.061375816,3,-6.598355263
506,581,371.84,60,23.95686364,64.0,40.0,19.448,179.9671053,2.074223605,2,-0.599342105
507,638,408.32,60,6.039545455,67.0,40.0,19.448,179.9671053,2.171452837,2,0.000657895
508,1620,1036.8,200,8.858,189.0,80.0,58.344,439.9013158,3.91792698,3,-2.798026316
509,1027,657.28,100,10.46854545,108.0,56.0,34.034,279.9424342,2.806477419,3,-1.598848684
510,629,402.56,50,38.45177273,66.0,40.0,24.31,199.9588816,2.029297639,2,0.000822368
511,388,248.32,30,1.207909091,37.0,24.0,14.586,119.9753289,1.468682477,2,0.200493421
512,904,578.56,30,29.14282,96.0,80.0,19.448,279.9671053,2.494536676,3,2.400657895
513,684,437.76,30,9.96525,81.0,56.0,4.862,159.9917763,2.784250798,2,2.200164474
514,1055,675.2,80,16.16585,70.0,104.0,34.034,399.9424342,1.521848642,3,0.201151316
515,2680,1715.2,530,46.0616,221.0,256.0,34.034,779.9424342,3.440591902,0,-5.398848684
516,1790,1145.6,270,77.5075,89.0,144.0,87.516,719.8519737,1.442250077,3,-5.997039474
517,2600,1664.0,380,106.7389,209.0,184.0,92.378,839.84375,3.135589509,0,-4.396875
518,1241,794.24,60,28.83279,69.0,112.0,53.482,499.9095395,1.341762169,3,0.201809211
519,2020,1292.8,260,140.8422,114.0,184.0,63.206,719.8930921,1.847323743,3,-4.797861842
520,1054,674.56,120,28.30131,78.0,88.0,38.896,379.9342105,1.73985304,3,-0.998684211
521,3120,1996.8,530,232.5225,322.0,224.0,58.344,799.9013158,4.950052785,0,-5.798026316
522,2500,1600.0,490,83.2652,109.0,304.0,38.896,919.9342105,1.562500903,0,-9.798684211
523,2050,1312.0,240,131.0984,145.0,216.0,38.896,699.9342105,2.382931486,3,-3.598684211
524,1556,995.84,250,74.4072,190.0,88.0,43.758,399.9259868,4.130816969,3,-1.198519737
525,1126,720.64,70,23.73944,82.0,72.0,58.344,419.9013158,1.739852368,3,0.801973684
526,650,416.0,50,7.75075,31.0,104.0,9.724,299.9835526,0.778189086,2,-0.399671053
527,3070,1964.8,660,128.8839,185.0,360.0,43.758,1079.925987,2.447636362,0,-13.99851974
528,867,554.88,110,16.43159,54.0,104.0,14.586,319.9753289,1.312525279,3,-1.399506579
529,973,622.72,70,31.97738,43.0,152.0,4.862,399.9917763,0.934792218,3,-0.799835526
530,529,338.56,20,11.20537,34.0,64.0,9.724,199.9835526,1.045331268,2,0.600328947
531,1169,748.16,120,178.0458,102.98,96.0,24.31,339.9588816,2.428353206,3,-1.999177632
532,1221,781.44,150,14.65999,210.9,16.0,24.31,139.9588816,7.750835363,3,4.200822368
533,618,395.52,60,9.03516,24.11,80.0,9.724,239.9835526,0.676672669,2,-0.999671053
534,1429,914.56,170,9.07945,113.79,120.0,43.758,479.9259868,2.258338966,3,0.201480263
535,1530,979.2,230,169.1878,96.91,120.0,43.758,479.9259868,1.923329196,3,-5.598519737
536,1024,655.36,70,37.77937,107.8,72.0,24.31,279.9588816,2.80119795,3,1.600822368
537,634,405.76,80,19.57618,40.17,40.0,29.172,219.9506579,1.177636785,2,-0.799013158
538,318,203.52,20,3.221090909,42.0,40.0,5.0,100.0,1.826086957,2,1.0
539,405,259.2,30,3.623727273,53.0,24.0,9.724,99.98355263,2.304537352,2,1.400328947
540,1538,984.32,230,3.019772727,240.0,72.0,58.344,419.9013158,5.092250833,3,2.201973684
541,1798,1150.72,210,87.17077273,319.0,64.0,58.344,399.9013158,6.935638209,3,2.401973684
542,1210,774.4,170,132.4271,88.3,120.0,24.31,399.9588816,1.919663887,3,-3.199177632
543,1589,1016.96,220,32.73031,98.73,192.0,24.31,579.9588816,1.782471929,3,-2.799177632
544,2950,1888.0,470,407.0251,115.0,312.0,82.654,1119.860197,1.494129016,0,-14.19720395
545,1438,920.32,210,39.99387,103.0,112.0,53.482,499.9095395,2.002920338,3,-2.998190789
546,1868,1195.52,240,147.4857,104.43,136.0,102.102,759.8273026,1.647175957,3,-5.796546053
547,2660,1702.4,600,34.72336,254.1,160.0,92.378,779.84375,3.956152562,0,-7.996875
548,2220,1420.8,360,103.6386,239.2,152.0,48.62,579.9177632,4.31867113,3,-2.598355263
549,2450,1568.0,360,296.743,151.6,280.0,34.034,839.9424342,2.274293992,0,-8.598848684
550,3360,2150.4,610,335.2753,396.0,184.0,77.792,779.8684211,6.165335043,0,-6.797368421
551,1446,925.44,110,211.7062,59.0,160.0,48.62,599.9177632,1.047317391,3,-3.798355263
552,2770,1772.8,580,168.7449,90.0,224.0,155.584,1199.736842,1.129722233,0,-16.39473684
553,3270,2092.8,560,277.6983,216.0,288.0,82.654,1059.860197,2.884706438,0,-11.79720395
554,1330,851.2,200,24.40379,111.11,80.0,58.344,439.9013158,2.303285009,3,-2.598026316
555,2340,1497.6,190,313.5732,439.5,48.0,19.448,199.9671053,13.51299959,0,7.200657895
556,1257,804.48,160,143.9425,155.88,32.0,58.344,319.9013158,3.789261243,3,-0.998026316
557,2200,1408.0,400,12.4012,180.4,200.0,34.034,639.9424342,3.100546455,3,-5.398848684
558,639,408.96,60,4.73903,71.69,32.0,19.448,159.9671053,2.46442384,2,0.800657895
559,1594,1020.16,330,86.3655,175.5,104.0,38.896,419.9342105,3.723562574,3,-4.798684211
560,1750,1120.0,170,70.4211,309.0,40.0,29.172,219.9506579,9.058744502,3,7.000986842
561,1249,799.36,80,33.43895,251.6,24.0,19.448,139.9671053,9.246338965,3,7.000657895
562,1981,1267.84,260,237.8373,110.0,96.0,126.412,759.7861842,1.735078599,3,-7.195723684
563,1055,675.2,110,19.0447,119.03,40.0,43.758,279.9259868,3.093192786,3,1.001480263
564,1001,640.64,60,162.5443,24.81,136.0,29.172,459.9506579,0.502971418,3,-3.799013158
565,1686,1079.04,340,6.86495,81.0,232.0,24.31,679.9588816,1.35056614,3,-7.999177632
566,314,200.96,40,1.90447,25.21,32.0,9.724,119.9835526,1.000654496,2,-0.399671053
567,569,364.16,60,11.0725,17.14,24.0,38.896,219.9342105,0.502500603,2,-1.398684211
568,2900,1856.0,570,24.22663,322.8,160.0,87.516,759.8519737,5.091446587,0,-3.797039474
569,1438,920.32,230,37.77937,104.66,144.0,29.172,479.9506579,2.077086575,3,-2.999013158
570,2390,1529.6,570,36.71641,138.6,240.0,63.206,859.8930921,2.055006331,0,-10.59786184
571,1545,988.8,290,33.48324,108.67,144.0,38.896,519.9342105,2.072085321,3,-4.798684211
572,1365,873.6,140,196.6476,53.39,128.0,68.068,599.8848684,0.947759467,3,-5.797697368
573,2049,1311.36,540,11.38253,265.8,48.0,92.378,499.84375,5.169041364,3,-5.796875
574,365,233.6,30,2.08163,23.98,40.0,4.862,119.9917763,0.951799783,2,0.000164474
575,1165,745.6,130,140.3993,109.95,64.0,48.62,359.9177632,2.519798175,3,-2.398355263
576,2470,1580.8,570,39.37381,280.8,72.0,102.102,599.8273026,4.984896579,0,-5.996546053
577,826,528.64,100,42.69556,35.94,72.0,38.896,339.9342105,0.847525551,3,-2.398684211
578,2270,1452.8,260,156.3437,346.3,72.0,48.62,379.9177632,7.724668585,0,3.801644737
579,1483,949.12,190,145.7141,101.33,152.0,34.034,519.9424342,1.932113233,3,-4.198848684
580,1839,1176.96,280,19.84192,249.1,64.0,58.344,399.9013158,5.41588551,3,1.201973684
581,1503,961.92,280,79.722,132.2,72.0,72.93,479.8766447,2.623848844,3,-4.597532895
582,683,437.12,40,2.34737,70.22,24.0,34.034,199.9424342,2.1591385,2,1.601151316
583,3180,2035.2,570,369.3786,257.0,104.0,145.86,859.7532895,3.810819372,0,-9.995065789
584,1998,1278.72,440,180.7032,56.35,152.0,116.688,859.8026316,0.835538949,3,-13.99605263
585,1858,1189.12,410,33.39466,74.13,192.0,58.344,719.9013158,1.20123971,3,-9.798026316
586,1936,1239.04,350,175.3884,102.3,96.0,131.274,779.7779605,1.592803934,3,-9.795559211
587,614,392.96,30,6.15631,81.63,24.0,19.448,139.9671053,2.999915142,2,2.200657895
588,954,610.56,40,23.65086,150.4,16.0,53.482,259.9095395,4.056102211,3,4.401809211
589,4350,2784.0,870,643.9766,283.5,384.0,116.688,1439.802632,3.248431743,0,-23.79605263
590,1610,1030.4,200,96.1093,142.9,72.0,82.654,519.8601974,2.724966133,3,-2.197203947
591,2060,1318.4,300,49.1619,239.8,16.0,111.826,499.8108553,4.663570008,3,0.203782895
592,1168,747.52,130,11.60398,167.4,24.0,38.896,219.9342105,4.907736344,3,2.801315789
593,1233,789.12,130,107.1818,96.56,88.0,63.206,479.8930921,1.916448583,3,-1.997861842
594,904,578.56,80,44.08868182,168.0,32.0,53.482,299.9095395,4.217803139,3,0.201809211
595,803,513.92,40,1.610545455,127.0,48.0,38.896,279.9342105,3.300258032,3,1.601315789
596,725,464.0,30,44.69263636,86.0,40.0,58.344,339.9013158,2.028122543,2,0.401973684
597,952,609.28,140,59.99281818,132.0,40.0,82.654,439.8601974,2.736457849,3,-2.797203947
598,737,471.68,70,15.70281818,97.0,40.0,48.62,299.9177632,2.435245806,2,0.601644737
599,696,445.44,90,22.54763636,90.0,80.0,9.724,239.9835526,2.525945258,2,-0.199671053
600,489,312.96,20,11.67645455,50.0,16.0,43.758,219.9259868,1.465898477,2,0.401480263
601,710,454.4,50,13.68963636,81.0,32.0,48.62,279.9177632,2.10495082,2,0.001644737
602,351,224.64,40,4.026363636,53.0,16.0,19.448,119.9671053,2.103860519,2,0.000657895
603,567,362.88,40,29.79509091,104.0,24.0,24.31,159.9588816,3.575208085,2,1.600822368
604,1068,683.52,150,159.444,112.0,48.0,82.654,459.8601974,2.270791584,3,-5.797203947
605,1521,973.44,50,33.57182,67.0,88.0,97.24,619.8355263,1.170061621,3,0.803289474
606,2070,1324.8,310,84.151,112.0,104.0,126.412,779.7861842,1.743823068,3,-5.395723684
607,1625,1040.0,260,74.8501,142.0,160.0,24.31,499.9588816,2.761171388,3,-2.999177632
608,840,537.6,80,3.18888,73.0,72.0,19.448,259.9671053,1.968501839,3,0.400657895
609,675,432.0,40,19.39902,33.0,96.0,4.862,259.9917763,0.889828473,2,-0.199835526
610,1098,702.72,90,28.74421,96.0,104.0,14.586,319.9753289,2.333378274,3,1.000493421
611,627,401.28,40,13.95135,28.0,96.0,4.862,259.9917763,0.755005977,2,-0.599835526
612,1123,718.72,260,150.586,120.0,88.0,19.448,299.9671053,3.012427434,3,-4.799342105
613,885,566.4,30,9.87667,107.0,40.0,29.172,219.9506579,3.136846802,3,2.800986842
614,820,524.8,70,38.79804,40.0,104.0,14.586,319.9753289,0.972240948,3,-1.199506579
615,1430,915.2,170,29.6743,98.0,136.0,34.034,479.9424342,1.944928609,3,-0.998848684
616,1145,732.8,140,40.7468,75.0,112.0,29.172,399.9506579,1.630535353,3,-1.599013158
617,1255,803.2,130,28.38989,123.0,88.0,43.758,399.9259868,2.674160459,3,0.801480263
618,702,449.28,70,29.76288,45.0,88.0,9.724,259.9835526,1.213421654,2,-0.999671053
619,1216,778.24,200,7.70646,95.0,160.0,9.724,439.9835526,1.969144325,3,-2.799671053
620,1299,831.36,160,26.574,61.0,96.0,68.068,519.8848684,1.163183975,3,-2.597697368
621,1123,718.72,260,150.586,120.0,88.0,19.448,299.9671053,3.012427434,3,-4.799342105
622,1206,771.84,210,17.89316,55.0,104.0,72.93,559.8766447,1.010621837,3,-3.997532895
623,900,576.0,50,22.05642,72.0,80.0,24.31,299.9588816,1.807481237,3,1.000822368
624,1290,825.6,290,139.9564,105.0,48.0,63.206,379.8930921,2.34223661,3,-5.197861842
625,1120,716.8,60,131.5413,77.0,112.0,29.172,399.9506579,1.674016296,3,-0.999013158
626,998,638.72,70,32.86318,42.0,96.0,43.758,419.9259868,0.891117718,3,-0.798519737
627,832,532.48,40,19.66476,97.0,24.0,34.034,199.9424342,2.982575257,3,2.801151316
628,958,613.12,200,130.8568182,122.0,72.0,38.896,339.9342105,2.876964863,3,-5.198684211
629,554,354.56,110,5.636909091,45.0,32.0,38.896,239.9342105,1.263102486,2,-2.798684211
630,1870,1196.8,90,1.409227273,291.0,56.0,14.586,199.9753289,8.946989817,3,4.200493421
631,752,481.28,130,91.80109091,145.0,80.0,19.448,279.9671053,3.767789771,3,-1.599342105
632,1430,915.2,240,126.0251818,108.0,104.0,72.93,559.8766447,1.984493788,3,-7.397532895
633,2430,1555.2,300,112.4966,204.5,168.0,82.654,759.8601974,3.22551175,0,-3.997203947
634,1126,720.64,130,26.574,55.0,96.0,53.482,459.9095395,1.115061047,3,-1.998190789
635,2350,1504.0,340,114.7111,125.0,144.0,131.274,899.7779605,1.811817714,0,-7.595559211
636,1520,972.8,200,96.1093,136.0,120.0,43.758,479.9259868,2.69913085,3,-2.198519737
637,2300,1472.0,460,12.4012,272.0,96.0,92.378,619.84375,4.750069399,0,-3.396875
639,1235,790.4,140,68.6495,70.5,96.0,68.068,519.8848684,1.344335578,3,-3.197697368
640,1013,648.32,80,18.6018,66.6,64.0,58.344,399.9013158,1.448004717,3,-0.598026316
641,1120,716.8,120,13.41987,118.5,64.0,38.896,319.9342105,2.880448889,3,0.801315789
642,1860,1190.4,200,205.0627,168.7,128.0,68.068,599.8848684,2.994699795,3,-2.997697368
643,2180,1395.2,270,71.3069,313.0,56.0,77.792,459.8684211,6.345994738,3,3.202631579
644,1630,1043.2,150,64.6634,156.0,88.0,82.654,559.8601974,2.866533132,3,0.602796053
645,1414,904.96,160,73.0785,96.0,112.0,63.206,539.8930921,1.796344016,3,-2.197861842
646,2740,1753.6,490,125.3407,156.0,312.0,34.034,919.9424342,2.23622983,0,-9.798848684
648,2090,1337.6,270,5.53625,320.0,48.0,58.344,359.9013158,7.333823016,3,5.001973684
649,2240,1433.6,440,32.3317,247.6,104.0,82.654,599.8601974,4.395393699,3,-3.397203947
650,2470,1580.8,410,241.8234,173.0,176.0,97.24,839.8355263,2.595500675,0,-9.996710526
651,1165,745.6,170,130.2126,120.0,24.0,72.93,359.8766447,2.750277898,3,-3.797532895
652,1628,1041.92,280,215.6923,111.39,112.0,68.068,559.8848684,2.046769811,3,-6.997697368
653,490,313.6,40,2.2145,40.41,40.0,19.448,179.9671053,1.309677748,2,0.400657895
654,631,403.84,50,30.33865,39.15,64.0,24.31,259.9588816,1.055726931,2,-0.599177632
655,1407,900.48,240,15.98869,108.73,96.0,48.62,439.9177632,2.253906016,3,-2.798355263
656,1158,741.12,160,13.55274,91.29,56.0,68.068,419.8848684,1.937002847,3,-1.397697368
657,1714,1096.96,240,40.48106,118.25,144.0,48.62,559.9177632,2.172757164,3,-3.198355263
658,2030,1299.2,470,32.73031,279.0,1.2,77.792,322.8684211,6.75092965,3,-2.457368421
659,1583,1013.12,320,2.83456,111.63,112.0,48.62,479.9177632,2.215489399,3,-4.998355263
660,362,231.68,20,38.00082,14.02,56.0,4.862,159.9917763,0.481916002,2,-0.799835526
661,744,476.16,90,21.43636,59.75,40.0,38.896,259.9342105,1.611307219,2,-0.798684211
662,1352,865.28,260,172.731,42.0,120.0,68.068,579.8848684,0.758316605,3,-8.597697368
663,1273,814.72,190,40.70251,135.0,64.0,43.758,339.9259868,3.183565202,3,-0.598519737
664,650,416.0,30,13.287,68.0,40.0,19.448,179.9671053,2.203862581,2,1.600657895
665,737,471.68,50,16.16585,39.0,80.0,19.448,279.9671053,1.013405525,2,-0.399342105
666,511,327.04,50,89.4658,23.0,48.0,19.448,199.9671053,0.707164939,2,-1.999342105
667,1488,952.32,240,53.148,159.0,72.0,48.62,379.9177632,3.546700274,3,-1.598355263
668,392,250.88,40,2.74598,23.0,48.0,4.862,139.9917763,0.845179078,2,-0.199835526
669,790,505.6,80,39.65968182,88.0,48.0,29.172,239.9506579,2.469982428,3,-0.799013158
670,679,434.56,60,42.67945455,71.0,32.0,24.31,179.9588816,2.301144389,2,-0.799177632
671,943,603.52,110,43.88736364,102.0,56.0,34.034,279.9424342,2.650562006,3,-1.798848684
672,1834,1173.76,230,44.29,209.0,80.0,68.068,479.8848684,4.148106729,3,-1.597697368
673,1218,779.52,170,44.89395455,137.0,64.0,43.758,339.9259868,3.230729131,3,-2.998519737
674,778,497.92,70,31.003,78.0,48.0,29.172,239.9506579,2.189302607,3,-0.599013158
675,838,536.32,20,108.5105,61.85,72.0,29.172,299.9506579,1.552697875,3,0.000986842
676,1298,830.72,260,29.58572,92.87,112.0,38.896,439.9342105,1.925101985,3,-4.198684211
677,851,544.64,40,4.11897,69.0,32.0,53.482,299.9095395,1.732312004,3,1.401809211
678,1743,1115.52,330,10.23099,90.0,136.0,77.792,659.8684211,1.52330196,3,-6.997368421
679,902,577.28,100,37.15931,70.59,80.0,24.31,299.9588816,1.772084729,3,-0.999177632
680,855,547.2,10,16.29872,47.59,48.0,53.482,339.9095395,1.12229284,3,1.201809211
681,2340,1497.6,360,125.7836,380.4,72.0,29.172,299.9506579,9.549656775,0,3.000986842
682,796,509.44,30,73.9643,25.0,80.0,34.034,339.9424342,0.589534849,3,-1.198848684
683,1890,1209.6,360,97.438,19.0,96.0,155.584,879.7368421,0.278515503,3,-11.59473684
684,989,632.96,130,12.4012,80.0,56.0,38.896,299.9342105,2.00839508,3,-0.998684211
685,1339,856.96,230,31.93309,56.17,112.0,63.206,539.8930921,1.051048369,3,-4.797861842
686,832,532.48,140,38.62088,40.15,88.0,34.034,359.9424342,0.920113047,3,-3.198848684
687,899,575.36,100,26.79545,67.89,72.0,29.172,299.9506579,1.704327546,3,-0.799013158
688,2060,1318.4,280,234.737,115.32,80.0,140.998,779.7615132,1.795543371,3,-7.595230263
689,1482,948.48,250,31.13587,42.0,104.0,92.378,639.84375,0.721912378,3,-7.796875
690,205,131.2,20,4.8719,9.0,40.0,4.862,119.9917763,0.357222604,1,-0.399835526
691,746,477.44,60,90.3516,28.68,64.0,38.896,319.9342105,0.697141554,2,-2.398684211
692,1076,688.64,90,13.19842,27.84,80.0,68.068,479.8848684,0.552551633,3,-2.197697368
693,1405,899.2,230,75.293,82.0,48.0,97.24,519.8355263,1.563698567,3,-4.396710526
694,268,171.52,20,42.0755,9.0,32.0,9.724,119.9835526,0.357234846,2,-0.999671053
695,1921,1229.44,390,46.0616,118.0,88.0,111.826,679.8108553,1.96770561,3,-7.196217105
696,620,396.8,20,19.26615,26.71,64.0,24.31,259.9588816,0.720267339,2,0.000822368
697,546,349.44,40,33.17321,12.38,80.0,9.724,239.9835526,0.347457803,2,-1.599671053
698,809,517.76,120,7.21927,83.0,56.0,24.31,239.9588816,2.329602597,3,-0.599177632
699,1131,723.84,150,65.9921,98.0,80.0,38.896,359.9342105,2.245880665,3,-1.798684211
700,1125,720.0,160,63.91047,97.0,96.0,29.172,359.9506579,2.222912727,3,-1.999013158
701,1824,1167.36,270,77.5075,194.0,72.0,82.654,519.8601974,3.699394191,3,-1.797203947
702,509,325.76,50,3.41033,45.0,56.0,9.724,179.9835526,1.458371833,2,0.200328947
703,1157,740.48,90,5.44767,136.0,56.0,38.896,299.9342105,3.414271636,3,2.801315789
704,1054,674.56,180,6.51063,71.0,136.0,14.586,399.9753289,1.543525862,3,-2.799506579
705,3689,2360.96,680,307.2115455,547.0,72.0,92.378,559.84375,10.05138882,0,-3.796875
706,2523,1614.72,390,149.1767727,291.0,104.0,106.964,699.8190789,4.782690349,0,-5.796381579
707,704,450.56,80,17.91731818,95.0,64.0,19.448,239.9671053,2.666366922,2,0.800657895
708,2446,1565.44,400,11.27381818,144.0,176.0,136.136,999.7697368,1.98008878,0,-8.395394737
709,1414,904.96,240,39.65968182,124.0,72.0,68.068,459.8848684,2.514023246,3,-3.197697368
710,1187,759.68,120,38.45177273,221.0,40.0,34.034,239.9424342,6.203130351,3,4.401151316
711,571,365.44,50,34.82804545,19.0,72.0,29.172,299.9506579,0.476980754,2,-1.799013158
712,1310,838.4,190,120.7909091,191.0,72.0,34.034,319.9424342,4.642689175,3,-1.198848684
713,957,612.48,130,43.88736364,89.0,64.0,43.758,339.9259868,2.098794837,3,-2.398519737
714,1109,709.76,230,28.38586364,145.0,72.0,29.172,299.9506579,3.640116278,3,-2.399013158
715,1114,712.96,150,65.62972727,145.0,64.0,38.896,319.9342105,3.524599907,3,-0.598684211
716,989,632.96,130,43.88736364,66.0,88.0,38.896,379.9342105,1.472183342,3,-2.798684211
717,1603,1025.92,280,143.3385455,123.0,80.0,97.24,599.8355263,2.183540157,3,-8.996710526
718,1076,688.64,130,44.08868182,126.0,64.0,24.31,259.9588816,3.397741848,3,-0.399177632
719,1677,1073.28,290,100.4577727,192.0,80.0,68.068,479.8848684,3.810700918,3,-3.997697368
720,1352,865.28,190,45.49790909,99.0,96.0,82.654,579.8601974,1.787498595,3,-4.397203947
721,2210,1414.4,370,153.6057727,251.0,96.0,63.206,499.8930921,4.880983255,3,-1.597861842
722,638,408.32,40,18.52127273,85.0,24.0,34.034,199.9424342,2.613596875,2,1.001151316
723,1950,1248.0,300,17.14023,245.0,88.0,77.792,539.8684211,4.584524374,3,1.002631579
724,1989,1272.96,470,14.1728,134.5,160.0,82.654,739.8601974,2.149906716,3,-9.997203947
725,2580,1651.2,430,155.015,140.0,216.0,121.55,1039.794408,1.887671683,0,-9.595888158
726,1798,1150.72,190,110.725,175.1,104.0,72.93,559.8766447,3.217452429,3,0.002467105
727,1220,780.8,80,28.3456,40.0,96.0,68.068,519.8848684,0.76274359,3,-2.197697368
728,2120,1356.8,390,47.21314,161.8,208.0,48.62,719.9177632,2.621858422,3,-8.198355263
729,1340,857.6,170,132.87,102.9,176.0,24.31,539.9588816,1.925338938,3,-3.399177632
730,1902,1217.28,390,29.05424,112.3,208.0,48.62,719.9177632,1.819744752,3,-7.198355263
731,1402,897.28,150,10.40815,96.41,152.0,19.448,459.9671053,1.954478331,3,-0.799342105
732,1562,999.68,240,97.438,40.25,168.0,72.93,719.8766447,0.652242369,3,-6.997532895
733,2410,1542.4,250,88.58,157.0,184.0,126.412,979.7861842,2.180751404,0,-4.195723684
734,1720,1100.8,230,106.296,108.0,184.0,48.62,659.9177632,1.827894012,3,-4.398355263
735,1675,1072.0,240,97.438,116.96,176.0,38.896,599.9342105,2.076145134,3,-3.998684211
736,1432,916.48,220,23.60657,145.2,88.0,58.344,459.9013158,2.943787483,3,-1.798026316
737,1098,702.72,120,12.8441,79.29,88.0,38.896,379.9342105,1.768627533,3,-1.398684211
738,1477,945.28,220,6.442181818,171.0,24.0,72.93,359.8766447,3.919146004,3,0.602467105
739,823,526.72,50,97.438,70.0,16.0,53.482,259.9095395,1.887813529,3,-0.198190789
740,745,476.8,70,41.47154545,65.0,16.0,48.62,239.9177632,1.824543906,2,0.001644737
741,433,277.12,40,15.90413636,31.0,16.0,29.172,159.9506579,1.065714421,2,-0.199013158
742,710,454.4,50,4.026363636,129.0,32.0,5.0,82.87828947,6.160862054,2,3.742434211
743,850,544.0,80,45.90054545,70.0,32.0,48.62,279.9177632,1.819093301,3,-0.198355263
744,1428,913.92,150,140.3187727,136.0,40.0,77.792,419.8684211,2.88572184,3,-1.197368421
745,893,571.52,70,132.2660455,71.0,24.0,58.344,299.9013158,1.782548385,3,-1.398026316
746,1307,836.48,170,23.55422727,136.0,32.0,68.068,359.8848684,3.116946004,3,0.202302632
747,443,283.52,70,46.411491,16.97,64.0,4.862,179.9917763,0.549955658,2,-1.999835526
748,1032,660.48,140,95.53353,83.17,88.0,19.448,299.9671053,2.087863247,3,-2.199342105
749,1373,878.72,110,76.53312,83.67,88.0,68.068,499.8848684,1.627072622,3,-1.197697368
750,388,248.32,20,0.296743,16.53,24.0,24.31,159.9588816,0.568251824,2,0.000822368
751,3666,2346.24,480,535.909,396.6,56.0,204.204,979.6546053,5.509198006,0,-6.393092105
752,882,564.48,30,20.174095,88.89,24.0,43.758,239.9259868,2.495091205,3,2.401480263
753,805,515.2,80,140.17785,20.9,72.0,19.448,259.9671053,0.563584773,3,-2.199342105
754,4340,2777.6,790,210.20034,748.1,8.0,131.274,559.7779605,13.7475061,0,5.204440789
755,687,439.68,40,0.713069,44.94,56.0,19.448,219.9671053,1.317426401,2,1.000657895
756,1242,794.88,150,98.7667,81.1,104.0,48.62,459.9177632,1.644193498,3,-2.598355263
757,1638,1048.32,340,0.097438,178.8,56.0,48.62,339.9177632,4.216506249,3,-0.998355263
758,1414,904.96,70,0.150586,161.3,64.0,48.62,359.9177632,3.696620698,3,4.801644737
759,1565,1001.6,190,162.27856,273.7,8.0,43.758,199.9259868,8.416128101,3,2.601480263
760,1600,1024.0,120,52.12933,282.3,24.0,29.172,179.9506579,9.149688794,3,7.600986842
761,647,414.08,20,15.802672,10.48,72.0,24.31,279.9588816,0.272324253,2,-0.399177632
762,565,361.6,70,23.95686364,16.0,64.0,29.172,279.9506579,0.415768326,2,-2.599013158
763,372,238.08,60,24.76213636,27.0,16.0,34.034,179.9424342,0.875123069,2,-0.998848684
764,261,167.04,40,14.09227273,14.0,56.0,5.0,140.0,0.51444172,2,-0.8
765,1261,807.04,260,44.89395455,28.0,64.0,102.102,579.8273026,0.505569498,3,-7.596546053
766,1271,813.44,160,57.1341,101.23,96.0,38.896,399.9342105,2.200833171,3,-1.598684211
767,443,283.52,50,2.83456,30.74,48.0,9.724,159.9835526,1.056667522,2,-0.199671053
768,1625,1040.0,190,162.1014,193.6,88.0,38.896,379.9342105,4.318404469,3,0.001315789
769,557,356.48,80,2.43595,56.79,40.0,14.586,159.9753289,1.952169516,2,-0.199506579
770,907,580.48,160,48.719,70.19,56.0,34.034,279.9424342,1.823950463,3,-2.398848684
771,1555,995.2,140,190.447,88.0,184.0,24.31,559.9588816,1.616876196,3,-3.799177632
772,1549,991.36,170,54.4767,119.0,64.0,82.654,499.8601974,2.314167804,3,-0.997203947
773,1205,771.2,140,50.0477,114.0,88.0,34.034,359.9424342,2.612525214,3,-0.198848684
774,810,518.4,40,40.86759091,15.0,32.0,72.93,379.8766447,0.334612473,3,-2.197532895
775,817,522.88,110,45.90054545,29.0,56.0,48.62,339.9177632,0.683885242,3,-2.798355263
776,847,542.08,110,45.69922727,30.0,48.0,53.482,339.9095395,0.70747605,3,-2.798190789
777,395,252.8,50,6.442181818,25.0,32.0,24.31,179.9588816,0.810262109,2,-0.599177632
